AB_category	sample	sum_abund	country	rank	max_rank
beta-lactam	SRS019601	2.94355954735208e-07	USA	0.826171875	512
beta-lactam	SRS016018	1.92341753513339e-07	USA	0.701171875	512
beta-lactam	SRR413558merged	1.89247417333589e-08	CHN	0.177734375	512
beta-lactam	SRS014683	1.2070676118469e-07	USA	0.5703125	512
beta-lactam	SRS022071	2.62854307617856e-07	USA	0.78515625	512
beta-lactam	SRS063985	2.65136989115789e-07	USA	0.794921875	512
beta-lactam	SRS043411	4.9392871715678e-08	USA	0.330078125	512
beta-lactam	SRS018656	2.76789262023048e-08	USA	0.22265625	512
beta-lactam	SRS019397	1.96998785275656e-07	USA	0.70703125	512
beta-lactam	MH0024_090121	5.94783640970062e-08	EUR	0.38671875	512
beta-lactam	SRS024435	2.18946123825427e-08	USA	0.1953125	512
beta-lactam	SRS043701	8.33533965645683e-08	USA	0.46875	512
beta-lactam	SRS012273	2.04304992440577e-07	USA	0.712890625	512
beta-lactam	SRS019030	1.21822846447771e-07	USA	0.580078125	512
beta-lactam	SRS015133	2.37117809450182e-07	USA	0.75	512
beta-lactam	SRS011405	4.51568730915197e-08	USA	0.310546875	512
beta-lactam	SRS024075	9.64818430605733e-08	USA	0.51171875	512
beta-lactam	SRS017247	1.23161895869213e-07	USA	0.583984375	512
beta-lactam	SRS019787	6.4018027132731e-08	USA	0.408203125	512
beta-lactam	SRS023346	4.92404134331036e-08	USA	0.328125	512
beta-lactam	SRS014313	2.43198836405e-08	USA	0.208984375	512
beta-lactam	SRS052027	1.76036048885389e-07	USA	0.671875	512
beta-lactam	SRS021948	1.51455623330794e-07	USA	0.626953125	512
beta-lactam	SRS016989	8.7665348049281e-08	USA	0.48828125	512
beta-lactam	SRS018427	1.32207737866909e-07	USA	0.59765625	512
beta-lactam	SRS014235	5.64078328120248e-08	USA	0.3671875	512
beta-lactam	SRR413575merged	1.10486594812241e-07	CHN	0.544921875	512
beta-lactam	SRS016056	2.46460103501885e-07	USA	0.76171875	512
beta-lactam	SRS063040	1.35679305074905e-07	USA	0.60546875	512
beta-lactam	SRS052697	1.22932581432361e-07	USA	0.58203125	512
beta-lactam	SRS051031	1.21059654438937e-07	USA	0.57421875	512
beta-lactam	SRS045645	7.11180447051087e-08	USA	0.4296875	512
beta-lactam	SRS011239	3.64983814843203e-07	USA	0.876953125	512
beta-lactam	SRS015663	7.79144749522455e-08	USA	0.455078125	512
beta-lactam	MH0038_090122	1.23825449656022e-08	EUR	0.1328125	512
beta-lactam	SRS014287	7.18200486990146e-08	USA	0.431640625	512
beta-lactam	SRR413745merged	3.12900468494319e-07	CHN	0.849609375	512
beta-lactam	MH0071_090125	3.59399834965045e-08	EUR	0.26953125	512
beta-lactam	SRS045004	5.19629444114111e-08	USA	0.341796875	512
beta-lactam	MH0022_081119	3.30620703120176e-08	EUR	0.251953125	512
beta-lactam	SRS017821	1.34469343770327e-07	USA	0.6015625	512
beta-lactam	SRS064557	1.65856702217654e-07	USA	0.65625	512
beta-lactam	SRS019968	8.64301383714093e-08	USA	0.478515625	512
beta-lactam	SRS016335	9.32223843277216e-08	USA	0.5	512
beta-lactam	SRS017701	5.93249737783878e-08	USA	0.380859375	512
beta-lactam	SRS011061	8.66097879704771e-08	USA	0.48046875	512
beta-lactam	SRS014459	3.59568922874335e-08	USA	0.271484375	512
beta-lactam	MH0021_090201	5.10266382728144e-09	EUR	0.078125	512
beta-lactam	SRS015065	3.54417293330738e-08	USA	0.26171875	512
beta-lactam	SRS016495	1.07580757470541e-07	USA	0.541015625	512
beta-lactam	MH0052_090201	3.70743484420215e-07	EUR	0.87890625	512
beta-lactam	SRS019685	8.62192897565756e-08	USA	0.4765625	512
beta-lactam	SRS077730	2.81642662715077e-07	USA	0.80859375	512
beta-lactam	SRS065504	2.00887203501931e-07	USA	0.708984375	512
beta-lactam	MH0043_090125	1.2783792729572e-09	EUR	0.03125	512
beta-lactam	MH0041_090125	4.23682057578604e-08	EUR	0.294921875	512
beta-lactam	SRS058770	7.07382742682717e-08	USA	0.427734375	512
beta-lactam	SRS015190	1.35498056730284e-07	USA	0.603515625	512
beta-lactam	SRS014979	4.70737926811011e-08	USA	0.3203125	512
beta-lactam	SRS024331	1.39141125605728e-07	USA	0.61328125	512
beta-lactam	SRS015369	2.43691236036774e-07	USA	0.755859375	512
beta-lactam	SRS042628	7.86679102093235e-08	USA	0.458984375	512
beta-lactam	SRS056259	3.25837530453508e-07	USA	0.8515625	512
beta-lactam	SRS011452	7.5329427734498e-08	USA	0.44140625	512
beta-lactam	MH0044_090125	1.19372343211918e-09	EUR	0.029296875	512
beta-lactam	kazan5500_2014_03_31_1_L01_21BR_50trimmed_T_F3	2.97206101131972e-08	RUS_HOBL	0.236328125	512
beta-lactam	SRS056519	3.05350116667668e-07	USA	0.837890625	512
beta-lactam	SRS054590	6.9532799989568e-08	USA	0.42578125	512
beta-lactam	SRS013476	5.17321475342031e-09	USA	0.080078125	512
beta-lactam	SRS019161	1.56070271294035e-07	USA	0.640625	512
beta-lactam	SRS015854	7.61845782927439e-08	USA	0.447265625	512
beta-lactam	MH0031_090121	2.35017354464061e-10	EUR	0.00390625	512
beta-lactam	SRS017103	8.76350532557921e-08	USA	0.484375	512
beta-lactam	SRS023583	6.82766648389819e-08	USA	0.41796875	512
beta-lactam	SRS016203	1.37269161087036e-07	USA	0.611328125	512
beta-lactam	SRR413597merged	3.84204222072069e-08	CHN	0.283203125	512
beta-lactam	SRS013800	6.2266922496693e-08	USA	0.3984375	512
beta-lactam	SRS020328	4.27628952942962e-08	USA	0.296875	512
beta-lactam	SRS013951	3.59704482561096e-08	USA	0.2734375	512
beta-lactam	MH0002_090117	1.13866335476754e-08	EUR	0.126953125	512
beta-lactam	SRS011302	5.25462183662682e-08	USA	0.34375	512
beta-lactam	SRS016954	2.1820744251202e-07	USA	0.732421875	512
beta-lactam	SRS058723	9.288746201362e-09	USA	0.1171875	512
beta-lactam	SRS015264	1.33154656242301e-07	USA	0.599609375	512
beta-lactam	SRS018575	2.97408242335448e-07	USA	0.828125	512
beta-lactam	MH0019_081119	5.661281576765e-08	EUR	0.369140625	512
beta-lactam	SRS062427	1.66772507280966e-07	USA	0.66015625	512
beta-lactam	SRS024625	1.59485648730326e-07	USA	0.6484375	512
beta-lactam	SRS049900	6.2700532830972e-09	USA	0.08984375	512
beta-lactam	SRS015578	1.47307591237502e-08	USA	0.14453125	512
beta-lactam	SRS018817	3.83355298286363e-08	USA	0.279296875	512
beta-lactam	SRS064276	7.53411337173498e-08	USA	0.443359375	512
beta-lactam	SRS021484	5.80192298680082e-08	USA	0.373046875	512
beta-lactam	SRS048164	8.76586213849432e-08	USA	0.486328125	512
beta-lactam	SRS042284	3.89289173221929e-07	USA	0.88671875	512
beta-lactam	MH0016_090120	5.59690495323617e-08	EUR	0.36328125	512
beta-lactam	SRS047014	1.58583703925548e-07	USA	0.64453125	512
beta-lactam	SRS016267	5.37820403245598e-08	USA	0.35546875	512
beta-lactam	SRS050925	7.52421150801438e-08	USA	0.439453125	512
beta-lactam	MH0027_081119	2.19268374192857e-08	EUR	0.197265625	512
beta-lactam	SRS014923	2.22814115539376e-08	USA	0.201171875	512
beta-lactam	SRS016095	3.5938957179722e-08	USA	0.267578125	512
beta-lactam	SRS016753	1.35057270591985e-08	USA	0.13671875	512
beta-lactam	MH0072_090125	2.79720292085456e-08	EUR	0.224609375	512
beta-lactam	SRS022137	2.97024475369443e-08	USA	0.234375	512
beta-lactam	MH0011_090120	3.62858877913161e-09	EUR	0.068359375	512
beta-lactam	SRS043001	2.82432260643726e-08	USA	0.2265625	512
beta-lactam	SRS019267	8.6105773090063e-08	USA	0.474609375	512
beta-lactam	SRS064645	8.38947119959498e-09	USA	0.107421875	512
beta-lactam	SRS024388	2.23136128048849e-07	USA	0.740234375	512
beta-lactam	SRS055982	2.02589495835938e-08	USA	0.18359375	512
beta-lactam	SRR413573merged	5.18630161785621e-08	CHN	0.33984375	512
aminoglycoside	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_10P	1.27522030814102e-08	RUS	0.517647058823529	510
aminoglycoside	61_106_20121101_FRAG_BC_61_106_F3_73	2.75939173298804e-09	RUS	0.133333333333333	510
aminoglycoside	SRR413636merged	1.6229962035733e-08	CHN	0.568627450980392	510
aminoglycoside	SRS024132	1.0071475545332e-08	USA	0.474509803921569	510
aminoglycoside	T1_T16_20140211_FRAG_BC_T1_T16_F3_T3	1.3082558152303e-08	RUS_HOBL	0.519607843137255	510
aminoglycoside	222_257_20111020_FRAG_BC_222_257_F3_257	1.43751137591613e-08	RUS	0.541176470588235	510
aminoglycoside	SRS053398	3.67318163325271e-09	USA	0.188235294117647	510
aminoglycoside	SRS078176	8.63307192718581e-09	USA	0.419607843137255	510
aminoglycoside	SRS011061	8.81344630024749e-09	USA	0.425490196078431	510
aminoglycoside	SRS016495	7.21414736812222e-09	USA	0.341176470588235	510
aminoglycoside	SRS063040	6.14819002219371e-09	USA	0.284313725490196	510
aminoglycoside	kazan5500_2014_03_31_1_L02_48BR_50trimmed_T_F3	3.39873988969037e-08	RUS_HOBL	0.73921568627451	510
aminoglycoside	SRS015794	8.14574664960848e-09	USA	0.390196078431373	510
aminoglycoside	SRS017433	4.09541591930334e-09	USA	0.205882352941176	510
aminoglycoside	Sh_260_20111020_FRAG_BC_Sh_260_F3_255	1.84271171754374e-08	RUS	0.594117647058824	510
aminoglycoside	SRS019685	6.65978704361227e-09	USA	0.325490196078431	510
aminoglycoside	SRS023346	4.62970791303975e-09	USA	0.235294117647059	510
aminoglycoside	SRS049900	6.56842829406872e-10	USA	0.0235294117647059	510
aminoglycoside	kazan5500_2014_03_31_1_L01_62BR_50trimmed_T_F3	7.82077117113044e-09	RUS_HOBL	0.368627450980392	510
aminoglycoside	202_209_20111028_FRAG_BC_202_209_F3_203	1.44860169598076e-08	RUS	0.547058823529412	510
aminoglycoside	61_106_20121101_FRAG_BC_61_106_F3_106	3.78839270875105e-08	RUS	0.762745098039216	510
aminoglycoside	SRS015264	9.84470645309414e-09	USA	0.464705882352941	510
aminoglycoside	SRS065504	7.21953169686275e-08	USA	0.866666666666667	510
aminoglycoside	SRS057717	4.29802385187135e-09	USA	0.225490196078431	510
aminoglycoside	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T25	6.20879510513232e-09	RUS_HOBL	0.294117647058824	510
aminoglycoside	61_106_20121101_FRAG_BC_61_106_F3_98	4.18275483483141e-08	RUS	0.788235294117647	510
aminoglycoside	SRS011586	8.99269677638019e-09	USA	0.443137254901961	510
aminoglycoside	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	3.3885855375087e-08	RUS_HOBL	0.735294117647059	510
aminoglycoside	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_71	1.34935854836937e-09	RUS	0.0509803921568627	510
aminoglycoside	Tomsk_2014_02_28_1_L02_L03_merg_31_50trimmed_T_F3	7.88518912326472e-09	RUS_HOBL	0.374509803921569	510
aminoglycoside	MH0085_090126	6.36858538333574e-09	EUR	0.307843137254902	510
aminoglycoside	61_106_20121101_FRAG_BC_61_106_F3_72	6.11710005258586e-09	RUS	0.282352941176471	510
aminoglycoside	SRS051031	4.09847463171078e-09	USA	0.207843137254902	510
aminoglycoside	SRS058723	1.92013819707342e-09	USA	0.0862745098039216	510
aminoglycoside	261_268_20111115_FRAG_BC_261_268_F3_266	3.16257244028573e-09	RUS	0.166666666666667	510
aminoglycoside	Tomsk_2014_02_28_1_L01_14_50trimmed_T_F3	1.99962769524341e-08	RUS_HOBL	0.611764705882353	510
aminoglycoside	MH0020_090120	1.40416690778972e-08	EUR	0.537254901960784	510
aminoglycoside	SRS011405	6.6772013369876e-08	USA	0.858823529411765	510
aminoglycoside	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_41P	6.9969984596142e-09	RUS	0.329411764705882	510
aminoglycoside	222_257_20111020_FRAG_BC_222_257_F3_230	7.84591964562887e-09	RUS	0.372549019607843	510
aminoglycoside	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_317	6.97013844215763e-09	RUS	0.327450980392157	510
aminoglycoside	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T18	7.74685262790904e-07	RUS_HOBL	0.994117647058824	510
aminoglycoside	222_257_20111020_FRAG_BC_222_257_F3_224	2.97914397470784e-09	RUS	0.152941176470588	510
aminoglycoside	SRS024009	4.23801564729557e-08	USA	0.790196078431373	510
aminoglycoside	SRS045004	2.77370554866445e-09	USA	0.137254901960784	510
aminoglycoside	SRS017821	3.49224030559405e-09	USA	0.184313725490196	510
aminoglycoside	280_287_20111115_FRAG_BC_280_287_F3_284	2.41128952817853e-08	RUS	0.652941176470588	510
aminoglycoside	SRS020328	8.59542174800528e-09	USA	0.417647058823529	510
aminoglycoside	kazan5500_2014_03_31_1_L03_37BR_50trimmed_T_F3	1.00686071567782e-08	RUS_HOBL	0.472549019607843	510
aminoglycoside	202_209_20111028_FRAG_BC_202_209_F3_207	6.46178927902939e-09	RUS	0.313725490196078	510
aminoglycoside	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_14P	1.14883804477658e-08	RUS	0.503921568627451	510
aminoglycoside	61_106_20121101_FRAG_BC_61_106_F3_100	2.60975328312748e-09	RUS	0.125490196078431	510
aminoglycoside	SRS063985	3.72367238810948e-08	USA	0.758823529411765	510
aminoglycoside	SRS015663	8.94934128969771e-09	USA	0.437254901960784	510
aminoglycoside	SRS014313	1.61237436248082e-09	USA	0.0725490196078431	510
aminoglycoside	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_6P	4.24007542139299e-10	RUS	0.0137254901960784	510
aminoglycoside	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br05	3.21114189885634e-08	RUS_HOBL	0.725490196078431	510
aminoglycoside	kazan5500_2014_03_31_1_L01_21BR_50trimmed_T_F3	2.78976156988443e-09	RUS_HOBL	0.13921568627451	510
aminoglycoside	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_312	8.49252246454929e-09	RUS	0.409803921568627	510
aminoglycoside	SRS015578	6.49152565814619e-09	USA	0.317647058823529	510
aminoglycoside	SRS012273	2.42234803649895e-08	USA	0.654901960784314	510
aminoglycoside	SRS019910	3.91209797989747e-09	USA	0.198039215686275	510
aminoglycoside	SRS014235	8.11841782392604e-09	USA	0.384313725490196	510
aminoglycoside	SRS015369	9.74335329488916e-10	USA	0.0392156862745098	510
aminoglycoside	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_12P	6.04519099729776e-09	RUS	0.27843137254902	510
aminoglycoside	SRS016267	5.4966706596368e-09	USA	0.26078431372549	510
aminoglycoside	SRS011239	3.82637184829938e-09	USA	0.192156862745098	510
aminoglycoside	Tomsk_2014_02_28_1_L02_L03_merg_26_50trimmed_T_F3	6.06436855163035e-08	RUS_HOBL	0.83921568627451	510
aminoglycoside	kazan5500_2014_03_31_1_L03_29BR_50trimmed_T_F3	1.67022725824914e-08	RUS_HOBL	0.576470588235294	510
aminoglycoside	222_257_20111020_FRAG_BC_222_257_F3_253	9.7941003316479e-09	RUS	0.46078431372549	510
aminoglycoside	SRS019030	4.75278887902958e-09	USA	0.243137254901961	510
aminoglycoside	SRS017701	1.52679667325757e-09	USA	0.0647058823529412	510
aminoglycoside	SRS023914	8.76671832127351e-09	USA	0.423529411764706	510
aminoglycoside	SRS049959	2.8866648077109e-08	USA	0.690196078431373	510
aminoglycoside	61_106_20121101_FRAG_BC_61_106_F3_70	2.84651173677213e-09	RUS	0.143137254901961	510
aminoglycoside	61_106_20121101_FRAG_BC_61_106_F3_101	5.98556818900989e-09	RUS	0.276470588235294	510
aminoglycoside	Tomsk_2014_02_28_1_L01_12_50trimmed_T_F3	7.69379508358616e-09	RUS_HOBL	0.364705882352941	510
aminoglycoside	SRS043411	5.49741895179083e-09	USA	0.262745098039216	510
phenicol	MH0078_090130	1.33532342811133e-08	EUR	0.604838709677419	496
phenicol	SRR413576merged	2.59240431066217e-08	CHN	0.729838709677419	496
phenicol	61_106_20121101_FRAG_BC_61_106_F3_61	1.13748536046913e-08	RUS	0.564516129032258	496
phenicol	kazan5500_2014_03_31_1_L02_47BR_50trimmed_T_F3	1.14105172485263e-08	RUS_HOBL	0.566532258064516	496
phenicol	SRR413564merged	9.10549324287229e-09	CHN	0.522177419354839	496
phenicol	211_251_20111102_FRAG_BC_211_251_F3_251	7.89056829128794e-08	RUS	0.872983870967742	496
phenicol	T1_T16_20140211_FRAG_BC_T1_T16_F3_T2	3.50370480360951e-08	RUS_HOBL	0.786290322580645	496
phenicol	SRS064276	1.05866880179467e-08	USA	0.550403225806452	496
phenicol	SRR413714merged	2.73900052081776e-09	CHN	0.338709677419355	496
phenicol	SRR413746merged	8.34940684252407e-08	CHN	0.879032258064516	496
phenicol	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_9P	1.04303824817091e-08	RUS	0.548387096774194	496
phenicol	SRR413740merged	1.87584296783913e-08	CHN	0.661290322580645	496
phenicol	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_181	9.48387845008371e-08	RUS	0.891129032258065	496
phenicol	SRR413583merged	1.3002154860814e-08	CHN	0.596774193548387	496
phenicol	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_182	2.48332321820876e-08	RUS	0.717741935483871	496
phenicol	SRR413623merged	7.26670769714642e-09	CHN	0.485887096774194	496
phenicol	SRR413755merged	1.82833812714378e-09	CHN	0.274193548387097	496
phenicol	SRS014613	6.94102448327306e-10	USA	0.151209677419355	496
phenicol	SRR413575merged	2.57676643925583e-09	CHN	0.326612903225806	496
phenicol	SRR413586merged	1.85177829516177e-07	CHN	0.9375	496
phenicol	SRR413733merged	1.76789669562332e-07	CHN	0.931451612903226	496
phenicol	211_251_20111102_FRAG_BC_211_251_F3_214	7.6600885396765e-08	RUS	0.862903225806452	496
phenicol	SRR413569merged	3.44251098747245e-08	CHN	0.784274193548387	496
phenicol	SRR413772merged	2.94440021047111e-08	CHN	0.752016129032258	496
phenicol	SRR413589merged	5.44931994811794e-07	CHN	0.979838709677419	496
phenicol	SRR413624merged	1.16861863977146e-07	CHN	0.903225806451613	496
phenicol	SRR413747merged	8.56496823612965e-09	CHN	0.514112903225806	496
phenicol	SRR413598merged	1.60779513079421e-08	CHN	0.629032258064516	496
phenicol	SRR413718merged	6.76430080421814e-08	CHN	0.850806451612903	496
phenicol	SRR413614merged	1.63069414917884e-09	CHN	0.256048387096774	496
phenicol	SRR413762merged	2.95447024043327e-08	CHN	0.756048387096774	496
phenicol	SRR413737merged	1.80992479636406e-08	CHN	0.651209677419355	496
phenicol	61_106_20121101_FRAG_BC_61_106_F3_69	2.35978401261608e-08	RUS	0.705645161290323	496
phenicol	SRR413715merged	6.8141725776248e-10	CHN	0.145161290322581	496
phenicol	SRR413728merged	1.00260546287681e-08	CHN	0.538306451612903	496
phenicol	SRR413761merged	5.7202262786787e-08	CHN	0.836693548387097	496
phenicol	SRR413579merged	2.10975271558826e-09	CHN	0.290322580645161	496
phenicol	202_209_20111028_FRAG_BC_202_209_F3_203	1.51574188258439e-08	RUS	0.620967741935484	496
phenicol	SRR413771merged	1.64195447406252e-07	CHN	0.92741935483871	496
phenicol	kazan5500_2014_03_31_1_L03_29BR_50trimmed_T_F3	4.47299583144071e-09	RUS_HOBL	0.391129032258065	496
phenicol	SRS021948	1.64675901202471e-09	USA	0.258064516129032	496
phenicol	SRR413617merged	1.4332949177273e-08	CHN	0.61491935483871	496
phenicol	Sh_260_20111020_FRAG_BC_Sh_260_F3_259	1.41983452745728e-09	RUS	0.225806451612903	496
phenicol	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_103	6.13002244900674e-09	RUS	0.445564516129032	496
phenicol	SRR413709merged	2.51849020968523e-08	CHN	0.719758064516129	496
phenicol	SRR413584merged	8.49161210004268e-08	CHN	0.883064516129032	496
phenicol	MH0040_081223	7.04716991444467e-09	EUR	0.471774193548387	496
phenicol	SRR413561merged	1.53450422422347e-08	CHN	0.622983870967742	496
phenicol	MH0053_090125	5.31189780502591e-09	EUR	0.421370967741935	496
phenicol	kazan5500_2014_03_31_1_L01_17BR_50trimmed_T_F3	5.61109842848012e-09	RUS_HOBL	0.433467741935484	496
phenicol	280_287_20111115_FRAG_BC_280_287_F3_284	3.79578551592833e-08	RUS	0.80241935483871	496
phenicol	T1_T16_20140211_FRAG_BC_T1_T16_F3_T10	7.70217179968341e-09	RUS_HOBL	0.495967741935484	496
phenicol	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_46P	8.177093307801e-08	RUS	0.877016129032258	496
phenicol	kazan5500_2014_03_31_1_L01_62BR_50trimmed_T_F3	2.66527373693298e-08	RUS_HOBL	0.735887096774194	496
phenicol	232_250_20111116_FRAG_BC_232_250_F3_240	4.18749070583347e-07	RUS	0.973790322580645	496
phenicol	kazan5500_2014_03_31_1_L01_18BR_50trimmed_T_F3	1.93328556150804e-08	RUS_HOBL	0.665322580645161	496
phenicol	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_45P	5.65575488695478e-08	RUS	0.832661290322581	496
phenicol	185_210_20111102_FRAG_BC_185_210_F3_190	1.77763741737524e-08	RUS	0.647177419354839	496
phenicol	SRR413703merged	7.17523161387295e-09	CHN	0.477822580645161	496
phenicol	Tomsk_2014_02_28_1_L01_08_50trimmed_T_F3	3.72856950350445e-08	RUS_HOBL	0.796370967741935	496
phenicol	61_106_20121101_FRAG_BC_61_106_F3_72	1.0954854000282e-08	RUS	0.556451612903226	496
phenicol	Sh_260_20111020_FRAG_BC_Sh_260_F3_258	6.02406773938497e-09	RUS	0.443548387096774	496
phenicol	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_313	2.69011955869162e-08	RUS	0.737903225806452	496
phenicol	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_311	2.32202602068129e-08	RUS	0.695564516129032	496
phenicol	222_257_20111020_FRAG_BC_222_257_F3_224	3.1306420167309e-09	RUS	0.356854838709677	496
phenicol	SRR413588merged	1.29322561368895e-07	CHN	0.915322580645161	496
phenicol	SRS049995	1.23705705441183e-09	USA	0.215725806451613	496
phenicol	261_268_20111115_FRAG_BC_261_268_F3_266	1.30734940783031e-07	RUS	0.917338709677419	496
phenicol	280_287_20111115_FRAG_BC_280_287_F3_283	1.00699381817966e-06	RUS	0.987903225806452	496
phenicol	232_250_20111116_FRAG_BC_232_250_F3_242	1.5757479164208e-07	RUS	0.923387096774194	496
phenicol	202_209_20111028_FRAG_BC_202_209_F3_202	1.46141609975705e-09	RUS	0.235887096774194	496
phenicol	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_38P	1.29747091733125e-08	RUS	0.594758064516129	496
phenicol	SRS020233	4.75192552768128e-10	USA	0.116935483870968	496
phenicol	SRR413708merged	6.11581146297062e-08	CHN	0.844758064516129	496
phenicol	kazan5500_2014_03_31_1_L03_32BR_50trimmed_T_F3	6.72352390740291e-07	RUS_HOBL	0.983870967741935	496
phenicol	61_106_20121101_FRAG_BC_61_106_F3_98	3.39831980528992e-08	RUS	0.780241935483871	496
phenicol	232_250_20111116_FRAG_BC_232_250_F3_250	4.21076779288474e-09	RUS	0.387096774193548	496
phenicol	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_62	3.1784025267593e-08	RUS	0.770161290322581	496
phenicol	SRR413629merged	4.15287246673665e-09	CHN	0.383064516129032	496
phenicol	SRS064645	1.69667368120852e-09	USA	0.26008064516129	496
phenicol	SRS016056	7.30257080549067e-11	USA	0.0262096774193548	496
phenicol	SRR413613merged	7.24495169834806e-09	CHN	0.481854838709677	496
phenicol	SRS014923	1.06787892327355e-09	USA	0.199596774193548	496
phenicol	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T19	6.46404255486063e-08	RUS_HOBL	0.848790322580645	496
phenicol	130_179_2_20120514_FRAG_BC_130_179_2_F3_179	6.12124716579334e-08	RUS	0.846774193548387	496
phenicol	MH0024_090121	2.57505966404178e-09	EUR	0.324596774193548	496
phenicol	SRS049900	7.50596986713164e-10	USA	0.163306451612903	496
phenicol	Tomsk_2014_02_28_1_L02_L03_merg_41_50trimmed_T_F3	2.43020466010645e-08	RUS_HOBL	0.709677419354839	496
phenicol	SRR413767merged	3.68154096326499e-09	CHN	0.368951612903226	496
phenicol	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_176	4.42250474589044e-08	RUS	0.810483870967742	496
phenicol	SRR413773merged	3.22776394190958e-09	CHN	0.358870967741935	496
phenicol	SRS011134	4.63739461054694e-09	USA	0.393145161290323	496
phenicol	SRR413568merged	1.26834333770724e-07	CHN	0.913306451612903	496
phenicol	MH0016_090120	2.55703290398866e-09	EUR	0.32258064516129	496
phenicol	SRR413745merged	1.13377508954701e-07	CHN	0.899193548387097	496
phenicol	SRR413603merged	9.33559834098e-08	CHN	0.887096774193548	496
phenicol	MH0069_090125	7.11305104657247e-09	EUR	0.473790322580645	496
phenicol	Tomsk_2014_02_28_1_L02_L03_merg_35_50trimmed_T_F3	7.39231621615825e-09	RUS_HOBL	0.48991935483871	496
phenicol	211_251_20111102_FRAG_BC_211_251_F3_212	5.5518023931191e-08	RUS	0.830645161290323	496
phenicol	232_250_20111116_FRAG_BC_232_250_F3_245	9.16308690505743e-09	RUS	0.524193548387097	496
phenicol	SRR413587merged	4.70385047404888e-09	CHN	0.399193548387097	496
phenicol	Tomsk_2014_02_28_1_L02_L03_merg_38_50trimmed_T_F3	2.5951178421148e-07	RUS_HOBL	0.957661290322581	496
phenicol	MH0033_090122	6.4404493247662e-09	EUR	0.453629032258065	496
phenicol	Tomsk_2014_02_28_1_L02_L03_merg_34_50trimmed_T_F3	2.08586106947428e-07	RUS_HOBL	0.941532258064516	496
phenicol	MH0062_090104	7.43761882834156e-09	EUR	0.493951612903226	496
phenicol	SRR413612merged	7.78711786087744e-08	CHN	0.868951612903226	496
phenicol	SRR413701merged	9.44786961240562e-08	CHN	0.889112903225806	496
phenicol	Tomsk_2014_02_28_1_L02_L03_merg_26_50trimmed_T_F3	1.17537363888101e-07	RUS_HOBL	0.905241935483871	496
phenicol	Tomsk_2014_02_28_1_L01_07_50trimmed_T_F3	2.16913359274752e-08	RUS_HOBL	0.67741935483871	496
phenicol	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_184	4.43323343719908e-08	RUS	0.8125	496
phenicol	MH0061_090126	2.24052083392178e-08	EUR	0.6875	496
phenicol	SRR413619merged	1.0355385256398e-08	CHN	0.540322580645161	496
phenicol	280_287_20111115_FRAG_BC_280_287_F3_287	2.39870873851146e-08	RUS	0.707661290322581	496
phenicol	kazan5500_2014_03_31_1_L01_24BR_50trimmed_T_F3	1.8640836433682e-08	RUS_HOBL	0.657258064516129	496
phenicol	SRR413596merged	9.41024947749867e-10	CHN	0.191532258064516	496
phenicol	261_268_20111115_FRAG_BC_261_268_F3_263	6.92558900724729e-09	RUS	0.465725806451613	496
phenicol	SRR413611merged	3.2637430107542e-08	CHN	0.774193548387097	496
phenicol	SRS050925	8.21527148066659e-10	USA	0.175403225806452	496
phenicol	MH0080_090130	4.9504012056237e-09	EUR	0.411290322580645	496
phenicol	Tomsk_2014_02_28_1_L02_L03_merg_33_50trimmed_T_F3	7.0360659162076e-09	RUS_HOBL	0.469758064516129	496
phenicol	kazan5500_2014_03_31_1_L01_16BR_50trimmed_T_F3	1.3710506429541e-08	RUS_HOBL	0.608870967741935	496
phenicol	185_210_20111102_FRAG_BC_185_210_F3_185	4.04714719634402e-07	RUS	0.969758064516129	496
phenicol	SRS019968	1.5371369603376e-09	USA	0.25	496
phenicol	kazan5500_2014_03_31_1_L01_25BR_50trimmed_T_F3	2.08866611232871e-08	RUS_HOBL	0.671370967741935	496
